year,region,npg,birth_rate,death_rate,gdw,urbanization
1994,Khabarovsk Krai,-3.4,10.0,13.4,63.22,80.19
1994,Republic of Khakassia,-5.6,10.9,16.5,76.97,72.2
1994,Khanty–Mansi Autonomous Okrug – Yugra,4.1,11.8,7.7,55.82,92.14
1994,Chelyabinsk Oblast,-5.8,9.1,14.9,76.83,81.31
1994,Chechen Republic,,,,85.68,44.14
1994,Chuvash Republic,-2.6,10.8,13.4,81.84,59.38
1994,Chukotka Autonomous Okrug,2.6,11.1,8.5,46.97,71.17
1994,Sakha (Yakutia) Republic,5.7,15.6,9.9,65.13,65.47
1994,Yamalo-Nenets Autonomous Okrug,7.0,13.3,6.3,50.21,82.96
1994,Yaroslavl Oblast,-11.1,7.8,18.9,78.59,80.54
1995,Republic of Adygea,-3.7,10.7,14.4,84.72,53.38
1995,Altai Krai,-6.0,8.7,14.7,77.15,51.97
1995,Amur Oblast,-1.9,10.6,12.5,68.63,67.23
1995,Arkhangelsk Oblast,-6.1,8.9,15.0,71.7,73.6
1995,Astrakhan Oblast,-3.4,10.2,13.6,76.91,67.73
1995,Republic of Bashkortostan,-1.5,11.2,12.7,83.38,64.18
1995,Belgorod Oblast,-5.4,9.4,14.8,83.16,64.15
1995,Bryansk Oblast,-6.7,9.3,16.0,87.6,67.91
1995,Republic of Buryatia,-0.3,11.9,12.2,76.54,59.63
1995,Vladimir Oblast,-8.9,7.7,16.6,79.49,79.7
1995,Volgograd Oblast,-5.5,9.0,14.5,78.07,74.37
1995,Vologda Oblast,-7.7,8.7,16.4,80.97,67.35
1995,Voronezh Oblast,-8.4,8.3,16.7,85.55,61.1
1995,Republic of Dagestan,13.6,20.7,7.1,92.39,42.96
1995,Jewish Autonomous Oblast,-2.7,11.1,13.8,71.69,66.5
1995,Zabaykalsky Krai,-0.6,12.7,13.3,75.99,63.57
1995,Ivanovo Oblast,-11.2,7.4,18.6,82.4,82.21
1995,Republic of Ingushetia,18.5,25.3,6.8,80.83,29.48
1995,Irkutsk Oblast,-4.1,10.9,15.0,72.78,79.35
1995,Kabardino-Balkar Republic,3.2,13.1,9.9,81.97,59.12
1995,Kaliningrad Oblast,-5.0,8.5,13.5,69.09,78.33
1995,Republic of Kalmykia,3.1,13.7,10.6,81.31,38.05
1995,Kaluga Oblast,-8.6,7.9,16.5,78.17,73.4
1995,Kamchatka Krai,-2.0,9.2,11.2,49.09,80.86
1995,Karachay-Cherkess Republic,2.6,12.9,10.3,84.56,47.22
1995,Republic of Karelia,-7.9,8.8,16.7,72.34,74.25
1995,Kemerovo Oblast,-7.8,8.9,16.7,75.62,86.73
1995,Kirov Oblast,-8.3,8.2,16.5,82.33,70.02
1995,Kostroma Oblast,-9.2,8.1,17.3,84.37,66.46
1995,Krasnodar Krai,-5.3,10.0,15.3,81.9,54.12
1995,Krasnoyarsk Krai,-4.2,9.8,14.0,69.19,74.08
1995,Republic of Crimea,,,,,
1995,Kurgan Oblast,-5.7,9.2,14.9,81.22,55.02
1995,Kursk Oblast,-8.3,8.6,16.9,86.58,59.23
1995,Leningrad Oblast,-10.9,7.2,18.1,81.74,66.23
1995,Lipetsk Oblast,-7.8,8.4,16.2,80.34,62.79
1995,Magadan Oblast,-2.7,8.8,11.5,48.51,85.63
1995,Mari El Republic,-3.5,9.7,13.2,79.85,62.72
1995,Republic of Mordovia,-5.1,9.0,14.1,80.08,58.04
1995,Moscow,-8.5,7.5,16.0,69.01,100.0
1995,Moscow Oblast,-10.3,7.1,17.4,73.17,79.71
1995,Murmansk Oblast,-3.2,8.2,11.4,53.85,92.28
1995,Nenets Autonomous Okrug,0.7,13.7,13.0,63.69,62.37
1995,Nizhny Novgorod Oblast,-9.6,8.0,17.6,81.02,77.42
1995,Novgorod Oblast,-11.9,8.0,19.9,83.49,70.24
1995,Novosibirsk Oblast,-5.6,8.6,14.2,74.76,73.95
1995,Omsk Oblast,-2.1,10.3,12.4,76.67,67.59
1995,Orenburg Oblast,-3.3,10.3,13.6,79.44,64.08
1995,Oryol Oblast,-7.4,8.8,16.2,81.58,62.39
1995,Penza Oblast,-6.8,8.3,15.1,78.55,63.81
1995,Perm Krai,-6.7,9.4,16.1,75.55,76.58
1995,Primorsky Krai,-3.7,9.4,13.1,62.75,77.2
1995,Pskov Oblast,-13.1,7.8,20.9,84.86,64.5
1995,Altai Republic,1.1,14.3,13.2,86.34,23.63
1995,Komi Republic,-3.5,9.7,13.2,62.08,75.55
1995,Tuva Republic,7.1,20.3,13.2,81.09,48.71
1995,Rostov Oblast,-6.5,9.1,15.6,78.9,67.88
1995,Ryazan Oblast,-10.2,7.8,18.0,82.92,67.0
1995,Samara Oblast,-6.2,8.6,14.8,71.22,80.38
1995,Saint Petersburg,-8.9,7.0,15.9,71.22,100.0
1995,Saratov Oblast,-5.7,8.9,14.6,74.84,73.78
1995,Sakhalin Oblast,-8.3,9.1,17.4,58.23,84.72
1995,Sverdlovsk Oblast,-7.0,8.6,15.6,75.13,87.74
1995,Sevastopol,,,,,
1995,Republic of North Ossetia-Alania,0.3,13.0,12.7,81.91,69.44
1995,Smolensk Oblast,-9.1,8.1,17.2,81.74,69.22
1995,Stavropol Krai,-2.9,10.6,13.5,82.76,53.51
1995,Tambov Oblast,-9.0,8.5,17.5,86.08,56.68
1995,Republic of Tatarstan,-2.5,10.4,12.9,78.82,73.24
1995,Tver Oblast,-12.3,7.6,19.9,87.33,71.64
1995,Tomsk Oblast,-3.8,9.2,13.0,68.41,65.24
1995,Tula Oblast,-12.1,7.3,19.4,83.94,81.21
1995,Tyumen Oblast,0.8,10.6,9.8,71.99,76.39
1995,Udmurt Republic,-4.3,9.6,13.9,75.71,69.93
1995,Ulyanovsk Oblast,-4.6,9.0,13.6,76.53,72.4
1995,Khabarovsk Krai,-3.9,9.4,13.3,62.62,80.44
1995,Republic of Khakassia,-4.1,10.2,14.3,75.9,72.49
1995,Khanty–Mansi Autonomous Okrug – Yugra,3.4,11.1,7.7,54.29,91.94
1995,Chelyabinsk Oblast,-5.9,9.0,14.9,76.16,81.33
1995,Chechen Republic,,,,87.0,38.78
1995,Chuvash Republic,-2.9,10.3,13.2,81.14,59.67
1995,Chukotka Autonomous Okrug,1.3,10.4,9.1,46.94,70.67
1995,Sakha (Yakutia) Republic,5.5,15.3,9.8,65.21,64.76
1995,Yamalo-Nenets Autonomous Okrug,6.7,13.1,6.4,48.81,83.14
1995,Yaroslavl Oblast,-9.8,7.6,17.4,78.06,80.62
1996,Republic of Adygea,-3.9,10.3,14.2,85.0,53.25
1996,Altai Krai,-5.9,8.4,14.3,76.16,52.45
1996,Amur Oblast,-2.6,10.4,13.0,67.79,66.24
1996,Arkhangelsk Oblast,-5.3,8.8,14.1,70.83,73.83
1996,Astrakhan Oblast,-3.4,9.8,13.2,76.16,67.63
1996,Republic of Bashkortostan,-1.0,11.1,12.1,82.67,64.08
1996,Belgorod Oblast,-5.7,8.8,14.5,82.56,64.34
1996,Bryansk Oblast,-6.8,8.8,15.6,86.23,68.06
1996,Republic of Buryatia,-0.3,11.8,12.1,75.5,59.79
1996,Vladimir Oblast,-8.5,7.6,16.1,78.82,79.67
1996,Volgograd Oblast,-5.8,8.4,14.2,77.64,74.54
1996,Vologda Oblast,-7.3,8.5,15.8,79.71,67.8
1996,Voronezh Oblast,-8.5,7.9,16.4,85.34,61.13
1996,Republic of Dagestan,11.9,18.8,6.9,92.62,43.41
1996,Jewish Autonomous Oblast,-3.1,10.4,13.5,70.48,66.59
1996,Zabaykalsky Krai,-1.2,11.7,12.9,75.03,63.55
1996,Ivanovo Oblast,-10.9,7.1,18.0,81.9,82.23
1996,Republic of Ingushetia,14.1,20.9,6.8,81.06,41.81
1996,Irkutsk Oblast,-2.9,10.8,13.7,72.3,79.45
1996,Kabardino-Balkar Republic,2.4,12.2,9.8,81.43,57.23
1996,Kaliningrad Oblast,-5.1,7.9,13.0,68.48,78.28
1996,Republic of Kalmykia,2.2,12.5,10.3,80.16,38.74
1996,Kaluga Oblast,-8.2,7.3,15.5,77.59,73.46
1996,Kamchatka Krai,-1.3,9.3,10.6,48.68,80.88
1996,Karachay-Cherkess Republic,1.3,12.0,10.7,84.81,45.69
1996,Republic of Karelia,-6.2,8.5,14.7,71.53,73.97
1996,Kemerovo Oblast,-7.7,8.5,16.2,74.56,86.66
1996,Kirov Oblast,-7.6,7.8,15.4,81.02,70.31
1996,Kostroma Oblast,-9.0,8.1,17.1,83.67,66.71
1996,Krasnodar Krai,-5.3,9.3,14.6,81.74,54.15
1996,Krasnoyarsk Krai,-3.8,9.5,13.3,68.83,74.37
1996,Republic of Crimea,,,,,
1996,Kurgan Oblast,-5.5,8.8,14.3,80.67,55.23
1996,Kursk Oblast,-8.7,8.5,17.2,85.69,59.38
1996,Leningrad Oblast,-9.3,6.8,16.1,80.46,66.31
1996,Lipetsk Oblast,-7.4,7.9,15.3,79.89,62.92
1996,Magadan Oblast,-2.3,9.1,11.4,47.83,88.44
1996,Mari El Republic,-3.4,9.2,12.6,78.57,62.84
1996,Republic of Mordovia,-6.1,8.3,14.4,79.15,58.31
1996,Moscow,-6.6,7.3,13.9,66.97,100.0
1996,Moscow Oblast,-8.9,6.9,15.8,72.89,79.64
1996,Murmansk Oblast,-1.9,8.4,10.3,53.18,92.01
1996,Nenets Autonomous Okrug,1.3,12.5,11.2,63.42,62.03
1996,Nizhny Novgorod Oblast,-8.4,7.7,16.1,80.62,77.46
1996,Novgorod Oblast,-10.8,7.6,18.4,82.45,70.19
1996,Novosibirsk Oblast,-5.5,8.4,13.9,74.08,74.13
1996,Omsk Oblast,-2.4,9.9,12.3,75.92,67.74
1996,Orenburg Oblast,-3.2,9.7,12.9,78.67,64.15
1996,Oryol Oblast,-7.6,8.3,15.9,80.88,62.63
1996,Penza Oblast,-7.1,7.8,14.9,78.07,64.04
1996,Perm Krai,-5.5,9.4,14.9,74.66,76.67
1996,Primorsky Krai,-4.4,8.7,13.1,62.53,77.36
1996,Pskov Oblast,-12.0,7.7,19.7,84.15,64.59
1996,Altai Republic,0.7,13.5,12.8,83.68,23.99
1996,Komi Republic,-2.5,9.7,12.2,61.38,75.19
1996,Tuva Republic,5.2,18.7,13.5,80.6,49.45
1996,Rostov Oblast,-6.0,8.6,14.6,79.03,67.88
1996,Ryazan Oblast,-9.9,7.6,17.5,82.96,67.2
1996,Samara Oblast,-6.3,8.0,14.3,70.88,80.61
1996,Saint Petersburg,-7.5,6.6,14.1,70.65,100.0
1996,Saratov Oblast,-6.0,8.2,14.2,74.84,73.48
1996,Sakhalin Oblast,-4.4,9.2,13.6,57.56,85.56
1996,Sverdlovsk Oblast,-6.5,8.3,14.8,74.41,87.77
1996,Sevastopol,,,,,
1996,Republic of North Ossetia-Alania,-0.7,11.8,12.5,82.43,68.97
1996,Smolensk Oblast,-9.3,7.7,17.0,80.46,69.39
1996,Stavropol Krai,-3.4,9.7,13.1,83.05,54.03
1996,Tambov Oblast,-9.0,8.1,17.1,85.22,56.9
1996,Republic of Tatarstan,-2.0,10.1,12.1,78.18,73.3
1996,Tver Oblast,-11.6,7.4,19.0,86.23,71.76
1996,Tomsk Oblast,-4.2,9.1,13.3,68.51,65.68
1996,Tula Oblast,-11.5,6.9,18.4,83.31,81.18
1996,Tyumen Oblast,1.0,10.4,9.4,71.71,76.56
1996,Udmurt Republic,-3.6,9.2,12.8,74.33,69.76
1996,Ulyanovsk Oblast,-4.6,8.4,13.0,75.94,72.52
1996,Khabarovsk Krai,-4.3,8.6,12.9,62.29,80.63
1996,Republic of Khakassia,-4.1,10.1,14.2,74.74,71.58
1996,Khanty–Mansi Autonomous Okrug – Yugra,3.7,11.0,7.3,52.57,91.77
1996,Chelyabinsk Oblast,-5.1,8.7,13.8,75.77,81.38
1996,Chechen Republic,,,,87.54,38.57
1996,Chuvash Republic,-2.5,10.1,12.6,79.9,59.82
1996,Chukotka Autonomous Okrug,1.4,11.5,10.1,46.28,69.97
1996,Sakha (Yakutia) Republic,4.9,14.4,9.5,65.16,64.52
1996,Yamalo-Nenets Autonomous Okrug,6.7,12.8,6.1,47.63,83.24
1996,Yaroslavl Oblast,-9.8,7.3,17.1,77.76,80.52
1997,Republic of Adygea,-4.2,9.8,14.0,84.61,53.16
1997,Altai Krai,-5.4,8.4,13.8,74.68,52.55
1997,Amur Oblast,-2.6,9.9,12.5,66.79,65.82
1997,Arkhangelsk Oblast,-4.8,8.7,13.5,69.84,74.07
1997,Astrakhan Oblast,-3.0,9.8,12.8,75.07,67.94
1997,Republic of Bashkortostan,-1.3,10.7,12.0,81.92,63.85
1997,Belgorod Oblast,-6.5,8.1,14.6,82.09,64.57
1997,Bryansk Oblast,-8.3,8.1,16.4,85.33,68.27
1997,Republic of Buryatia,-0.5,11.3,11.8,74.12,59.91
1997,Vladimir Oblast,-8.7,7.3,16.0,78.32,79.72
1997,Volgograd Oblast,-5.9,8.0,13.9,77.06,74.8
1997,Vologda Oblast,-6.6,8.4,15.0,78.37,68.16
1997,Voronezh Oblast,-9.0,7.4,16.4,84.97,61.29
1997,Republic of Dagestan,11.1,17.9,6.8,91.44,43.46
1997,Jewish Autonomous Oblast,-2.7,9.9,12.6,69.1,66.79
1997,Zabaykalsky Krai,-1.1,11.5,12.6,73.62,63.76
1997,Ivanovo Oblast,-11.2,6.8,18.0,81.3,82.26
1997,Republic of Ingushetia,13.9,20.6,6.7,80.65,42.28
1997,Irkutsk Oblast,-2.7,10.3,13.0,71.53,79.49
1997,Kabardino-Balkar Republic,2.3,11.7,9.4,80.04,57.12
1997,Kaliningrad Oblast,-5.5,7.5,13.0,67.83,78.25
1997,Republic of Kalmykia,2.5,12.3,9.8,78.63,39.56
1997,Kaluga Oblast,-8.2,7.3,15.5,76.99,74.06
1997,Kamchatka Krai,-0.4,9.3,9.7,48.28,80.83
1997,Karachay-Cherkess Republic,0.8,11.3,10.5,84.1,44.13
1997,Republic of Karelia,-5.4,8.3,13.7,70.68,73.56
1997,Kemerovo Oblast,-6.9,8.4,15.3,73.16,86.62
1997,Kirov Oblast,-7.3,7.8,15.1,79.57,70.53
1997,Kostroma Oblast,-8.8,7.9,16.7,82.62,66.97
1997,Krasnodar Krai,-5.6,8.8,14.4,80.98,54.16
1997,Krasnoyarsk Krai,-3.7,9.1,12.8,67.9,74.61
1997,Republic of Crimea,,,,,
1997,Kurgan Oblast,-5.6,8.5,14.1,79.93,55.44
1997,Kursk Oblast,-8.8,8.0,16.8,85.03,59.66
1997,Leningrad Oblast,-8.3,6.9,15.2,79.3,66.22
1997,Lipetsk Oblast,-7.5,7.6,15.1,79.64,63.32
1997,Magadan Oblast,0.0,9.4,9.4,47.09,88.76
1997,Mari El Republic,-3.8,9.0,12.8,77.11,62.96
1997,Republic of Mordovia,-6.5,8.0,14.5,78.22,58.56
1997,Moscow,-6.0,7.1,13.1,64.98,100.0
1997,Moscow Oblast,-8.3,6.6,14.9,72.43,79.61
1997,Murmansk Oblast,-1.2,8.0,9.2,52.59,92.15
1997,Nenets Autonomous Okrug,2.9,13.0,10.1,63.04,61.89
1997,Nizhny Novgorod Oblast,-8.3,7.6,15.9,80.01,77.57
1997,Novgorod Oblast,-9.8,7.5,17.3,81.61,70.16
1997,Novosibirsk Oblast,-4.9,8.3,13.2,72.91,74.27
1997,Omsk Oblast,-3.1,9.2,12.3,74.99,67.84
1997,Orenburg Oblast,-3.3,9.4,12.7,77.88,64.24
1997,Oryol Oblast,-7.9,7.7,15.6,80.42,62.88
1997,Penza Oblast,-7.6,7.5,15.1,77.78,64.21
1997,Perm Krai,-5.1,9.2,14.3,73.91,76.52
1997,Primorsky Krai,-4.1,8.4,12.5,61.96,77.57
1997,Pskov Oblast,-12.0,7.5,19.5,83.51,64.84
1997,Altai Republic,0.7,13.4,12.7,81.7,24.15
1997,Komi Republic,-1.7,9.4,11.1,60.48,75.37
1997,Tuva Republic,3.2,16.1,12.9,79.7,47.96
1997,Rostov Oblast,-6.1,8.2,14.3,78.57,67.78
1997,Ryazan Oblast,-10.4,7.1,17.5,83.01,67.47
1997,Samara Oblast,-5.7,7.7,13.4,70.66,80.6
1997,Saint Petersburg,-6.7,6.6,13.3,69.61,100.0
1997,Saratov Oblast,-6.2,7.9,14.1,74.88,73.25
1997,Sakhalin Oblast,-3.8,8.7,12.5,56.97,85.85
1997,Sverdlovsk Oblast,-6.0,8.1,14.1,73.58,87.68
1997,Sevastopol,,,,,
1997,Republic of North Ossetia-Alania,-0.9,11.4,12.3,82.22,68.57
1997,Smolensk Oblast,-10.4,7.2,17.6,79.3,69.53
1997,Stavropol Krai,-3.5,9.4,12.9,82.59,54.16
1997,Tambov Oblast,-9.6,7.6,17.2,84.7,57.06
1997,Republic of Tatarstan,-2.4,9.9,12.3,77.68,73.33
1997,Tver Oblast,-11.4,7.3,18.7,85.41,72.02
1997,Tomsk Oblast,-3.5,8.9,12.4,67.89,66.07
1997,Tula Oblast,-11.5,6.7,18.2,82.81,81.23
1997,Tyumen Oblast,1.8,10.4,8.6,71.43,76.41
1997,Udmurt Republic,-2.8,9.6,12.4,72.9,69.75
1997,Ulyanovsk Oblast,-5.9,7.8,13.7,75.49,72.67
1997,Khabarovsk Krai,-4.0,8.4,12.4,61.63,80.45
1997,Republic of Khakassia,-4.3,9.4,13.7,73.32,70.56
1997,Khanty–Mansi Autonomous Okrug – Yugra,4.6,11.0,6.4,50.59,90.96
1997,Chelyabinsk Oblast,-4.6,8.5,13.1,75.14,81.45
1997,Chechen Republic,,,,86.61,38.16
1997,Chuvash Republic,-2.9,9.6,12.5,78.63,59.89
1997,Chukotka Autonomous Okrug,2.9,10.9,8.0,45.52,69.55
1997,Sakha (Yakutia) Republic,4.8,13.9,9.1,64.61,64.47
1997,Yamalo-Nenets Autonomous Okrug,7.0,12.5,5.5,46.57,83.23
1997,Yaroslavl Oblast,-9.3,7.1,16.4,77.26,80.36
1998,Republic of Adygea,-4.3,9.6,13.9,83.33,53.05
1998,Altai Krai,-4.0,8.8,12.8,72.67,52.76
1998,Amur Oblast,-1.8,10.4,12.2,65.59,66.07
1998,Arkhangelsk Oblast,-4.2,9.1,13.3,68.28,74.3
1998,Astrakhan Oblast,-3.7,9.6,13.3,73.76,68.13
1998,Republic of Bashkortostan,-1.0,10.8,11.8,80.29,63.95
1998,Belgorod Oblast,-6.3,8.0,14.3,80.72,64.82
1998,Bryansk Oblast,-8.3,8.2,16.5,83.74,68.14
1998,Republic of Buryatia,0.3,11.6,11.3,72.3,59.84
1998,Vladimir Oblast,-8.6,7.5,16.1,76.88,79.74
1998,Volgograd Oblast,-5.9,8.2,14.1,76.0,74.79
1998,Vologda Oblast,-6.2,8.4,14.6,76.31,68.59
1998,Voronezh Oblast,-8.6,7.5,16.1,83.55,61.43
1998,Republic of Dagestan,10.7,17.4,6.7,89.95,43.4
1998,Jewish Autonomous Oblast,-1.7,10.2,11.9,67.47,66.93
1998,Zabaykalsky Krai,0.2,12.3,12.1,71.8,63.79
1998,Ivanovo Oblast,-10.7,7.2,17.9,79.74,82.35
1998,Republic of Ingushetia,12.9,19.8,6.9,83.11,42.31
1998,Irkutsk Oblast,-2.5,10.5,13.0,70.29,79.59
1998,Kabardino-Balkar Republic,2.0,11.5,9.5,78.8,57.0
1998,Kaliningrad Oblast,-5.3,8.0,13.3,66.77,78.12
1998,Republic of Kalmykia,1.9,12.4,10.5,77.08,40.12
1998,Kaluga Oblast,-8.3,7.5,15.8,75.9,74.26
1998,Kamchatka Krai,0.2,9.8,9.6,47.74,80.63
1998,Karachay-Cherkess Republic,1.0,11.3,10.3,82.77,43.89
1998,Republic of Karelia,-5.3,8.5,13.8,69.14,73.81
1998,Kemerovo Oblast,-5.7,8.7,14.4,71.37,86.61
1998,Kirov Oblast,-6.4,8.2,14.6,77.5,70.79
1998,Kostroma Oblast,-8.8,8.0,16.8,80.98,66.07
1998,Krasnodar Krai,-5.2,8.8,14.0,79.91,53.82
1998,Krasnoyarsk Krai,-3.7,9.5,13.2,66.56,74.83
1998,Republic of Crimea,,,,,
1998,Kurgan Oblast,-4.8,9.3,14.1,78.2,56.16
1998,Kursk Oblast,-8.6,8.2,16.8,83.55,59.96
1998,Leningrad Oblast,-8.6,6.8,15.4,77.83,66.22
1998,Lipetsk Oblast,-7.2,7.8,15.0,78.49,63.4
1998,Magadan Oblast,0.5,9.9,9.4,46.28,89.1
1998,Mari El Republic,-3.9,8.9,12.8,75.13,62.75
1998,Republic of Mordovia,-6.1,8.0,14.1,76.51,58.8
1998,Moscow,-6.0,7.0,13.0,62.93,100.0
1998,Moscow Oblast,-8.1,6.9,15.0,71.43,79.57
1998,Murmansk Oblast,-0.6,8.4,9.0,51.53,92.02
1998,Nenets Autonomous Okrug,3.2,13.6,10.4,63.07,62.22
1998,Nizhny Novgorod Oblast,-8.1,7.8,15.9,78.56,77.69
1998,Novgorod Oblast,-9.7,8.0,17.7,80.11,70.22
1998,Novosibirsk Oblast,-4.6,8.3,12.9,71.24,74.4
1998,Omsk Oblast,-2.3,9.3,11.6,73.07,67.97
1998,Orenburg Oblast,-2.9,9.9,12.8,76.25,64.32
1998,Oryol Oblast,-7.6,7.8,15.4,79.19,63.05
1998,Penza Oblast,-7.2,7.6,14.8,76.37,64.39
1998,Perm Krai,-3.9,9.8,13.7,72.41,76.54
1998,Primorsky Krai,-3.5,8.4,11.9,61.22,77.66
1998,Pskov Oblast,-11.7,7.5,19.2,82.18,65.01
1998,Altai Republic,2.7,14.5,11.8,78.94,24.58
1998,Komi Republic,-0.7,9.9,10.6,59.42,75.34
1998,Tuva Republic,5.3,17.2,11.9,78.26,48.71
1998,Rostov Oblast,-6.1,8.1,14.2,77.73,67.75
1998,Ryazan Oblast,-9.9,7.3,17.2,81.94,67.65
1998,Samara Oblast,-5.7,7.9,13.6,69.63,80.6
1998,Saint Petersburg,-7.1,6.5,13.6,68.53,100.0
1998,Saratov Oblast,-6.0,8.1,14.1,74.15,73.24
1998,Sakhalin Oblast,-2.8,9.3,12.1,56.1,86.12
1998,Sverdlovsk Oblast,-5.5,8.5,14.0,71.95,87.74
1998,Sevastopol,,,,,
1998,Republic of North Ossetia-Alania,-0.6,11.4,12.0,81.87,68.27
1998,Smolensk Oblast,-10.2,7.2,17.4,77.83,69.79
1998,Stavropol Krai,-3.2,9.4,12.6,81.45,54.14
1998,Tambov Oblast,-9.1,7.8,16.9,83.03,57.14
1998,Republic of Tatarstan,-2.1,9.8,11.9,76.39,73.33
1998,Tver Oblast,-11.5,7.6,19.1,83.83,72.21
1998,Tomsk Oblast,-2.4,9.5,11.9,66.39,66.53
1998,Tula Oblast,-11.2,7.0,18.2,81.65,81.24
1998,Tyumen Oblast,2.7,11.0,8.3,70.06,76.66
1998,Udmurt Republic,-1.8,10.1,11.9,70.87,69.59
1998,Ulyanovsk Oblast,-5.1,8.0,13.1,74.15,72.78
1998,Khabarovsk Krai,-3.6,8.9,12.5,60.67,80.56
1998,Republic of Khakassia,-3.9,10.0,13.9,71.47,70.65
1998,Khanty–Mansi Autonomous Okrug – Yugra,5.5,11.5,6.0,48.55,91.13
1998,Chelyabinsk Oblast,-4.0,8.9,12.9,73.68,81.46
1998,Chechen Republic,,,,86.25,37.33
1998,Chuvash Republic,-2.0,9.9,11.9,77.2,60.02
1998,Chukotka Autonomous Okrug,3.5,12.3,8.8,45.4,68.93
1998,Sakha (Yakutia) Republic,4.8,13.8,9.0,63.9,64.44
1998,Yamalo-Nenets Autonomous Okrug,7.7,12.8,5.1,45.44,83.36
1998,Yaroslavl Oblast,-9.0,7.3,16.3,76.05,80.35
1999,Republic of Adygea,-5.2,8.6,13.8,81.43,52.97
1999,Altai Krai,-5.1,8.7,13.8,70.13,52.89
1999,Amur Oblast,-3.5,9.9,13.4,63.43,66.31
1999,Arkhangelsk Oblast,-7.3,8.5,15.8,66.02,74.55
1999,Astrakhan Oblast,-4.2,9.5,13.7,71.58,68.22
1999,Republic of Bashkortostan,-2.8,10.0,12.8,78.23,64.02
1999,Belgorod Oblast,-7.5,7.6,15.1,78.74,64.95
1999,Bryansk Oblast,-9.7,7.8,17.5,81.47,68.29
1999,Republic of Buryatia,-1.6,11.4,13.0,69.7,59.72
1999,Vladimir Oblast,-11.0,7.2,18.2,74.72,79.77
1999,Volgograd Oblast,-7.3,7.8,15.1,74.05,74.76
1999,Vologda Oblast,-8.1,8.0,16.1,73.58,69.0
1999,Voronezh Oblast,-10.3,7.1,17.4,81.52,61.35
1999,Republic of Dagestan,9.2,15.8,6.6,86.71,43.02
1999,Jewish Autonomous Oblast,-4.3,9.5,13.8,65.22,67.0
1999,Zabaykalsky Krai,-2.8,11.5,14.3,69.14,63.84
1999,Ivanovo Oblast,-14.0,6.7,20.7,77.33,82.41
1999,Republic of Ingushetia,14.5,20.6,6.1,84.79,42.01
1999,Irkutsk Oblast,-4.7,10.1,14.8,68.28,79.62
1999,Kabardino-Balkar Republic,1.0,10.5,9.5,75.81,56.83
1999,Kaliningrad Oblast,-6.7,7.4,14.1,64.9,77.84
1999,Republic of Kalmykia,0.8,11.6,10.8,74.67,40.77
1999,Kaluga Oblast,-10.5,7.0,17.5,74.1,74.33
1999,Kamchatka Krai,-1.1,9.4,10.5,46.87,80.72
1999,Karachay-Cherkess Republic,-0.4,10.3,10.7,80.28,43.92
1999,Republic of Karelia,-7.5,8.2,15.7,66.76,74.03
1999,Kemerovo Oblast,-7.4,8.4,15.8,68.92,86.57
1999,Kirov Oblast,-8.2,7.8,16.0,74.8,71.0
1999,Kostroma Oblast,-10.4,7.9,18.3,78.25,66.34
1999,Krasnodar Krai,-6.2,8.4,14.6,77.84,53.82
1999,Krasnoyarsk Krai,-5.1,9.0,14.1,64.61,75.03
1999,Republic of Crimea,,,,,
1999,Kurgan Oblast,-6.0,9.3,15.3,76.37,56.23
1999,Kursk Oblast,-10.2,7.9,18.1,81.46,60.26
1999,Leningrad Oblast,-11.2,6.4,17.6,75.48,66.32
1999,Lipetsk Oblast,-8.7,7.3,16.0,76.69,63.9
1999,Magadan Oblast,-1.3,9.3,10.6,45.32,90.02
1999,Mari El Republic,-5.5,8.8,14.3,72.56,62.91
1999,Republic of Mordovia,-7.8,7.6,15.4,74.3,59.07
1999,Moscow,-6.2,6.8,13.0,60.22,100.0
1999,Moscow Oblast,-9.7,6.7,16.4,69.48,79.57
1999,Murmansk Oblast,-2.6,7.9,10.5,50.09,92.16
1999,Nenets Autonomous Okrug,2.0,12.5,10.5,61.4,62.35
1999,Nizhny Novgorod Oblast,-9.7,7.4,17.1,76.28,77.79
1999,Novgorod Oblast,-12.1,7.3,19.4,77.74,70.04
1999,Novosibirsk Oblast,-5.7,7.9,13.6,68.67,74.54
1999,Omsk Oblast,-4.7,8.3,13.0,70.54,68.07
1999,Orenburg Oblast,-4.6,9.1,13.7,73.94,64.29
1999,Oryol Oblast,-9.3,7.4,16.7,77.42,62.88
1999,Penza Oblast,-9.2,7.3,16.5,74.59,64.44
1999,Perm Krai,-5.9,9.3,15.2,70.53,76.04
1999,Primorsky Krai,-4.9,8.1,13.0,59.72,77.74
1999,Pskov Oblast,-14.6,7.0,21.6,79.81,65.14
1999,Altai Republic,1.0,13.6,12.6,76.04,25.26
1999,Komi Republic,-2.4,9.1,11.5,57.82,75.45
1999,Tuva Republic,2.5,16.0,13.5,76.96,49.2
1999,Rostov Oblast,-7.2,7.5,14.7,75.56,67.69
1999,Ryazan Oblast,-11.7,7.0,18.7,80.12,67.87
1999,Samara Oblast,-7.6,7.5,15.1,68.03,80.58
1999,Saint Petersburg,-9.0,6.2,15.2,66.42,100.0
1999,Saratov Oblast,-7.3,7.9,15.2,72.62,73.23
1999,Sakhalin Oblast,-4.2,8.6,12.8,54.55,86.26
